claim_id,policy_id,customer_id,claim_date,claim_amount,claim_status,resolution_date
151,POL042272,151,2024-05-29,41871,0,2024-02-01
152,POL025410,152,2024-05-15,80771,0,2024-10-29
153,POL026292,153,2024-08-28,44667,0,2024-07-23
154,POL052344,154,2024-07-09,60196,0,2024-05-07
155,POL016470,155,2024-03-18,64493,0,2024-01-01
156,POL054739,156,2024-09-23,53295,0,2024-09-25
157,POL048625,157,2024-08-02,13782,0,2024-08-20
158,POL008382,158,2024-05-22,27677,0,2024-10-19
159,POL039963,159,2024-09-19,47991,1,2024-06-11
160,POL004241,160,2024-06-20,49805,0,2024-08-05
161,POL041601,161,2024-03-25,43756,0,2024-03-01
162,POL000218,162,2024-03-01,79554,0,2024-10-09
163,POL033247,163,2024-05-12,64903,0,2024-05-27
164,POL014186,164,2024-03-28,59691,0,2024-06-18
165,POL055040,165,2024-06-04,62835,0,2024-08-31
166,POL019014,166,2024-03-26,60123,0,2024-02-13
167,POL041757,167,2024-09-13,26261,0,2024-10-02
168,POL052318,168,2024-08-31,72004,0,2024-07-07
169,POL017343,169,2024-10-16,77737,0,2024-11-30
170,POL006248,170,2024-03-03,43939,0,2024-11-07
171,POL048416,171,2024-05-19,52141,0,2024-01-26
172,POL009062,172,2024-05-26,1869,0,2024-09-20
173,POL058171,173,2024-06-18,97018,0,2024-07-31
174,POL027221,174,2024-08-19,11341,1,2024-10-06
175,POL042693,175,2024-11-26,99291,0,2024-05-27
176,POL016101,176,2024-09-20,49211,0,2024-04-02
177,POL025390,177,2024-04-26,30193,0,2024-07-31
178,POL054902,178,2024-04-13,76173,0,2024-05-30
179,POL056618,179,2024-01-24,28955,0,2024-02-08
180,POL050742,180,2024-08-25,47535,0,2024-05-22
181,POL049624,181,2024-04-17,82262,0,2024-04-25
182,POL008000,182,2024-03-18,84817,0,2024-02-08
183,POL044616,183,2024-04-30,46591,0,2024-04-12
184,POL033486,184,2024-02-07,88817,0,2024-08-22
185,POL048254,185,2024-07-13,30928,0,2024-04-29
186,POL011915,186,2024-10-11,11933,0,2024-11-01
187,POL004461,187,2024-01-24,42060,0,2024-11-05
188,POL019003,188,2024-07-02,79446,0,2024-04-22
189,POL026296,189,2024-08-29,46390,0,2024-11-02
190,POL042389,190,2024-08-13,21099,0,2024-04-21
191,POL022795,191,2024-08-28,7312,0,2024-10-20
192,POL048879,192,2024-09-12,74478,0,2024-05-09
193,POL058039,193,2024-04-02,1194,0,2024-01-08
194,POL039038,194,2024-01-04,93529,0,2024-06-09
195,POL021022,195,2024-09-15,94942,0,2024-05-14
196,POL019169,196,2024-11-06,93120,0,2024-05-05
197,POL049424,197,2024-03-13,42038,0,2024-11-21
198,POL010420,198,2024-02-18,17982,0,2024-08-30
199,POL037837,199,2024-04-11,11073,1,2024-11-01
200,POL051775,200,2024-04-07,86777,0,2024-03-15
201,POL001786,201,2024-01-31,22292,0,2024-05-28
202,POL016696,202,2024-08-20,69265,0,2024-10-05
203,POL031980,203,2024-06-10,2489,0,2024-04-11
204,POL034268,204,2024-10-02,50716,0,2024-10-31
205,POL015099,205,2024-07-27,63140,0,2024-09-12
206,POL001193,206,2024-06-19,42558,0,2024-04-07
207,POL034860,207,2024-07-01,21456,0,2024-06-27
208,POL000461,208,2024-11-28,5559,0,2024-11-04
209,POL012238,209,2024-05-04,44734,0,2024-10-04
210,POL012745,210,2024-10-30,27644,0,2024-07-12
211,POL056633,211,2024-01-04,23420,1,2024-08-01
212,POL005596,212,2024-09-29,23535,0,2024-09-07
213,POL003737,213,2024-08-07,65982,1,2024-02-28
214,POL044669,214,2024-10-31,49435,0,2024-04-03
215,POL013342,215,2024-01-23,28233,0,2024-07-11
216,POL050605,216,2024-09-05,5607,0,2024-10-12
217,POL034013,217,2024-08-03,17759,0,2024-10-22
218,POL002025,218,2024-02-05,46740,0,2024-02-27
219,POL041180,219,2024-01-07,38491,0,2024-05-18
220,POL004108,220,2024-10-15,63030,1,2024-01-06
221,POL051829,221,2024-03-01,16898,0,2024-06-14
222,POL015262,222,2024-02-24,34236,0,2024-04-06
223,POL012269,223,2024-11-19,61010,0,2024-09-23
224,POL027705,224,2024-05-20,42054,0,2024-07-12
225,POL004371,225,2024-04-21,85997,0,2024-01-11
226,POL028702,226,2024-03-03,79544,1,2024-02-28
227,POL038160,227,2024-12-01,91887,1,2024-08-26
228,POL034007,228,2024-05-12,84635,0,2024-09-15
229,POL026532,229,2024-03-19,61808,0,2024-05-12
230,POL056918,230,2024-06-19,56653,0,2024-09-30
231,POL055720,231,2024-06-25,48420,0,2024-03-12
232,POL045959,232,2024-07-03,94404,0,2024-01-19
233,POL000332,233,2024-08-09,28417,0,2024-08-09
234,POL035144,234,2024-09-18,95523,1,2024-08-05
235,POL050150,235,2024-06-27,6506,0,2024-06-06
236,POL028073,236,2024-06-01,77403,0,2024-10-04
237,POL000190,237,2024-06-03,36103,0,2024-08-21
238,POL032421,238,2024-03-23,38332,0,2024-03-02
239,POL016838,239,2024-03-23,39924,0,2024-01-27
240,POL012838,240,2024-11-06,98206,0,2024-09-15
241,POL025449,241,2024-04-07,50430,0,2024-11-22
242,POL001593,242,2024-09-21,30992,1,2024-02-24
243,POL040152,243,2024-04-16,59510,0,2024-02-07
244,POL044789,244,2024-01-17,29694,1,2024-04-09
245,POL041289,245,2024-09-07,3901,0,2024-03-29
246,POL033886,246,2024-04-10,69682,0,2024-04-15
247,POL029095,247,2024-05-03,57696,0,2024-09-09
248,POL050638,248,2024-06-22,55553,0,2024-11-20
249,POL035691,249,2024-08-14,9061,0,2024-08-29
250,POL006684,250,2024-08-15,20961,0,2024-06-21
251,POL023754,251,2024-09-08,26118,0,2024-10-15
252,POL005553,252,2024-05-16,44065,0,2024-06-28
253,POL054300,253,2024-08-29,9468,0,2024-11-20
254,POL030181,254,2024-09-25,24227,0,2024-01-29
255,POL000786,255,2024-02-28,85708,0,2024-05-02
256,POL058534,256,2024-10-10,69773,0,2024-09-29
257,POL053190,257,2024-05-20,69951,1,2024-04-30
258,POL058430,258,2024-06-03,512,0,2024-06-18
259,POL036619,259,2024-09-05,26680,0,2024-05-22
260,POL006384,260,2024-03-18,84059,1,2024-09-10
261,POL033382,261,2024-05-08,41477,0,2024-10-30
262,POL056046,262,2024-04-23,65166,0,2024-06-03
263,POL044735,263,2024-06-02,24087,0,2024-05-30
264,POL047739,264,2024-11-26,59513,1,2024-08-16
265,POL031516,265,2024-09-15,83467,1,2024-09-11
266,POL005757,266,2024-04-29,21250,0,2024-02-25
267,POL032263,267,2024-05-30,26702,0,2024-06-01
268,POL035320,268,2024-09-28,84278,0,2024-01-24
269,POL057891,269,2024-06-17,67032,0,2024-07-01
270,POL056953,270,2024-02-25,28961,0,2024-09-26
271,POL033356,271,2024-05-19,52205,0,2024-03-30
272,POL032681,272,2024-07-26,21615,0,2024-03-08
273,POL011620,273,2024-04-18,48879,0,2024-11-24
274,POL023251,274,2024-01-27,55408,0,2024-08-05
275,POL036519,275,2024-08-27,8466,0,2024-02-28
276,POL035118,276,2024-06-18,90388,0,2024-06-08
277,POL004473,277,2024-05-16,78001,0,2024-07-04
278,POL037663,278,2024-05-06,82710,0,2024-05-19
279,POL036783,279,2024-02-17,77081,0,2024-11-20
280,POL046146,280,2024-11-08,74576,0,2024-09-05
281,POL031739,281,2024-05-17,61171,0,2024-06-15
282,POL023427,282,2024-05-16,71009,0,2024-03-13
283,POL058131,283,2024-06-19,43476,0,2024-01-21
284,POL031785,284,2024-11-14,16165,1,2024-09-22
285,POL009912,285,2024-03-03,30592,0,2024-06-29
286,POL026696,286,2024-06-04,24764,0,2024-09-01
287,POL002502,287,2024-05-16,72872,0,2024-01-24
288,POL001072,288,2024-03-04,76558,0,2024-01-15
289,POL040228,289,2024-05-30,35668,1,2024-03-05
290,POL004176,290,2024-05-19,81450,0,2024-06-28
291,POL021586,291,2024-04-17,5493,0,2024-10-10
292,POL058389,292,2024-11-25,57914,0,2024-05-23
293,POL054606,293,2024-05-13,41161,0,2024-10-04
294,POL036607,294,2024-10-30,97913,0,2024-03-09
295,POL020999,295,2024-02-05,94257,0,2024-08-16
296,POL040406,296,2024-02-23,19986,0,2024-02-06
297,POL044189,297,2024-09-20,8774,0,2024-01-10
298,POL013436,298,2024-05-06,29865,0,2024-09-01
299,POL053071,299,2024-03-28,77490,0,2024-08-13
300,POL022689,300,2024-07-23,58377,0,2024-11-19
301,POL013433,301,2024-11-12,2281,0,2024-09-16
302,POL055328,302,2024-11-27,79310,1,2024-01-05
303,POL021543,303,2024-08-27,75781,0,2024-10-09
304,POL009922,304,2024-04-11,87098,0,2024-07-26
305,POL055304,305,2024-03-06,4189,0,2024-07-20
306,POL009490,306,2024-09-30,91204,0,2024-08-26
307,POL007131,307,2024-05-05,88883,0,2024-04-27
308,POL054982,308,2024-06-12,34626,0,2024-02-01
309,POL001189,309,2024-08-03,84797,0,2024-10-18
310,POL018216,310,2024-08-18,6426,1,2024-10-06
311,POL039847,311,2024-01-03,50774,0,2024-06-01
312,POL010331,312,2024-06-13,29304,0,2024-06-30
313,POL018637,313,2024-02-03,85728,1,2024-07-28
314,POL042200,314,2024-10-05,76206,0,2024-11-10
315,POL035469,315,2024-02-02,99699,0,2024-04-27
316,POL003771,316,2024-08-08,10947,0,2024-03-21
317,POL037834,317,2024-01-01,6718,0,2024-09-16
318,POL053357,318,2024-04-04,47218,0,2024-03-27
319,POL034044,319,2024-09-04,54094,0,2024-10-26
320,POL047089,320,2024-08-26,89816,0,2024-03-15
321,POL020776,321,2024-11-11,7269,0,2024-08-11
322,POL055019,322,2024-03-18,86706,0,2024-09-01
323,POL017502,323,2024-09-24,39822,0,2024-04-28
324,POL027717,324,2024-07-29,60262,0,2024-08-30
325,POL001841,325,2024-03-27,58833,0,2024-08-07
326,POL026807,326,2024-11-25,95269,0,2024-11-25
327,POL042432,327,2024-04-20,44502,0,2024-07-04
328,POL037238,328,2024-04-23,83682,0,2024-05-05
329,POL011769,329,2024-05-29,1145,0,2024-03-18
330,POL020096,330,2024-03-03,4410,0,2024-09-17
331,POL007820,331,2024-05-15,91146,0,2024-02-29
332,POL042926,332,2024-02-19,76220,0,2024-06-10
333,POL048518,333,2024-05-01,43501,0,2024-04-26
334,POL020703,334,2024-04-03,41327,1,2024-11-25
335,POL035106,335,2024-05-27,52087,0,2024-09-10
336,POL014392,336,2024-11-14,33309,0,2024-01-02
337,POL055258,337,2024-11-11,83601,0,2024-11-25
338,POL027174,338,2024-01-28,7403,0,2024-05-20
339,POL021786,339,2024-05-27,82372,1,2024-01-13
340,POL011650,340,2024-06-03,95593,0,2024-11-22
341,POL010890,341,2024-10-14,52950,0,2024-06-19
342,POL050811,342,2024-11-08,99848,0,2024-04-09
343,POL016011,343,2024-04-08,24286,0,2024-05-10
344,POL038824,344,2024-11-09,75964,0,2024-06-23
345,POL046584,345,2024-02-09,16916,0,2024-03-14
346,POL029461,346,2024-04-18,13394,0,2024-04-06
347,POL005036,347,2024-05-29,59194,0,2024-05-25
348,POL056730,348,2024-09-26,49968,0,2024-11-23
349,POL003474,349,2024-02-23,54916,0,2024-09-24
350,POL012551,350,2024-02-27,41651,0,2024-10-20
351,POL013011,351,2024-06-23,19187,0,2024-07-09
352,POL003941,352,2024-10-19,61178,0,2024-04-05
353,POL036617,353,2024-07-09,79428,0,2024-08-17
354,POL019517,354,2024-06-14,2737,0,2024-03-04
355,POL019545,355,2024-05-24,18622,0,2024-09-04
356,POL005241,356,2024-03-27,81895,0,2024-11-25
357,POL039240,357,2024-09-06,32464,0,2024-06-06
358,POL005014,358,2024-05-02,326,0,2024-04-28
359,POL052264,359,2024-01-22,21013,0,2024-06-19
360,POL042002,360,2024-04-24,41153,0,2024-04-17
361,POL026528,361,2024-11-27,58975,0,2024-09-03
362,POL034295,362,2024-08-27,44453,0,2024-11-22
363,POL001004,363,2024-05-04,91709,0,2024-10-18
364,POL057557,364,2024-04-07,63553,0,2024-01-29
365,POL019080,365,2024-09-20,35338,0,2024-09-17
366,POL047972,366,2024-06-23,64368,0,2024-08-28
367,POL017139,367,2024-01-23,97985,0,2024-06-12
368,POL012659,368,2024-02-28,23512,0,2024-07-11
369,POL020683,369,2024-02-29,84662,0,2024-11-23
370,POL013553,370,2024-11-04,42187,0,2024-07-30
371,POL045595,371,2024-05-25,43665,0,2024-10-18
372,POL006004,372,2024-01-26,22794,0,2024-06-01
373,POL000789,373,2024-07-17,22074,0,2024-01-08
374,POL022532,374,2024-10-30,8017,0,2024-04-27
375,POL020299,375,2024-11-07,39529,0,2024-01-20
376,POL029068,376,2024-09-21,93110,0,2024-01-14
377,POL035622,377,2024-01-27,48559,0,2024-10-04
378,POL036143,378,2024-09-05,25367,0,2024-10-18
379,POL012126,379,2024-06-05,21381,0,2024-07-03
380,POL015565,380,2024-02-01,87421,0,2024-04-22
381,POL023993,381,2024-06-26,19159,0,2024-09-16
382,POL004444,382,2024-04-30,23614,0,2024-08-09
383,POL001904,383,2024-09-03,26287,0,2024-07-01
384,POL056567,384,2024-02-10,56777,0,2024-02-11
385,POL019887,385,2024-08-02,4187,0,2024-04-20
386,POL048891,386,2024-08-04,30084,0,2024-03-26
387,POL021106,387,2024-07-23,45166,1,2024-10-12
388,POL055264,388,2024-11-19,57029,0,2024-09-10
389,POL033635,389,2024-09-14,35857,0,2024-06-07
390,POL032268,390,2024-08-09,86740,0,2024-02-19
391,POL050012,391,2024-10-26,39878,0,2024-09-16
392,POL000326,392,2024-07-26,22189,0,2024-05-02
393,POL057558,393,2024-08-01,66161,0,2024-11-03
394,POL011380,394,2024-08-25,18275,0,2024-01-05
395,POL016236,395,2024-10-24,65655,0,2024-11-20
396,POL031094,396,2024-08-10,42683,1,2024-09-08
397,POL009999,397,2024-06-17,75646,0,2024-01-31
398,POL007314,398,2024-11-02,12201,0,2024-10-03
399,POL038018,399,2024-08-16,55751,0,2024-10-26
400,POL007126,400,2024-07-24,76908,0,2024-01-06
401,POL016451,401,2024-05-02,5006,0,2024-07-30
402,POL046016,402,2024-09-18,3333,0,2024-06-15
403,POL047829,403,2024-09-30,73371,0,2024-04-22
404,POL025893,404,2024-06-11,59488,0,2024-02-11
405,POL037847,405,2024-11-07,27471,0,2024-07-15
406,POL045381,406,2024-03-09,63556,0,2024-05-08
407,POL034644,407,2024-04-19,6321,0,2024-08-04
408,POL039685,408,2024-08-16,49938,0,2024-08-04
409,POL034584,409,2024-10-07,32199,0,2024-10-17
410,POL005839,410,2024-11-20,58190,0,2024-07-28
411,POL010675,411,2024-01-02,64854,0,2024-08-16
412,POL055881,412,2024-09-10,47734,0,2024-08-12
413,POL020416,413,2024-11-15,67966,0,2024-04-14
414,POL005153,414,2024-06-15,4318,0,2024-09-18
415,POL040783,415,2024-08-04,24117,0,2024-08-18
416,POL000840,416,2024-10-11,24553,0,2024-06-22
417,POL021896,417,2024-11-05,25512,0,2024-02-14
418,POL027732,418,2024-10-04,33629,0,2024-07-08
419,POL006132,419,2024-08-10,19625,0,2024-09-07
420,POL014245,420,2024-03-16,12344,0,2024-01-06
421,POL013299,421,2024-05-21,55085,0,2024-03-27
422,POL030665,422,2024-02-17,51102,0,2024-03-07
423,POL009764,423,2024-02-17,56304,0,2024-11-02
424,POL030023,424,2024-07-04,45254,0,2024-11-12
425,POL038707,425,2024-07-21,1658,0,2024-08-19
426,POL055911,426,2024-01-16,13251,0,2024-11-13
427,POL041527,427,2024-10-05,62323,1,2024-08-24
428,POL053300,428,2024-04-21,31090,0,2024-10-10
429,POL052918,429,2024-06-17,66476,0,2024-09-23
430,POL044210,430,2024-04-26,57985,0,2024-04-12
431,POL019040,431,2024-04-26,16258,0,2024-11-22
432,POL020213,432,2024-10-14,81086,0,2024-07-24
433,POL030033,433,2024-08-11,50921,0,2024-09-15
434,POL014302,434,2024-04-27,44978,0,2024-03-28
435,POL039910,435,2024-02-09,39686,0,2024-03-13
436,POL052160,436,2024-07-06,45619,0,2024-09-24
437,POL054123,437,2024-03-24,56977,0,2024-04-11
438,POL008068,438,2024-03-12,61140,0,2024-01-15
439,POL023742,439,2024-10-11,55009,0,2024-03-17
440,POL001968,440,2024-08-13,8791,0,2024-09-05
441,POL017004,441,2024-03-18,70517,0,2024-11-29
442,POL033615,442,2024-11-06,18265,0,2024-03-14
443,POL020126,443,2024-05-07,67500,0,2024-04-08
444,POL000976,444,2024-05-18,93196,0,2024-07-06
445,POL019603,445,2024-08-15,6605,0,2024-05-11
446,POL043743,446,2024-11-04,25522,0,2024-10-26
447,POL009471,447,2024-06-25,37951,0,2024-07-19
448,POL022415,448,2024-11-26,70734,0,2024-11-18
449,POL014266,449,2024-06-14,10682,0,2024-02-24
450,POL030526,450,2024-03-14,19918,0,2024-09-12
451,POL018656,451,2024-03-04,86930,1,2024-11-15
452,POL010706,452,2024-05-28,96657,0,2024-08-06
453,POL003156,453,2024-11-16,92050,0,2024-08-17
454,POL054065,454,2024-06-22,35219,0,2024-08-18
455,POL025078,455,2024-08-31,65602,0,2024-09-25
456,POL036814,456,2024-02-21,82345,0,2024-09-02
457,POL043924,457,2024-04-25,85589,0,2024-01-03
458,POL045881,458,2024-05-15,47185,0,2024-10-05
459,POL042010,459,2024-07-02,84773,0,2024-09-23
460,POL057677,460,2024-05-18,20011,0,2024-03-24
461,POL031182,461,2024-02-11,22851,0,2024-07-25
462,POL017803,462,2024-03-07,41652,0,2024-03-09
463,POL000426,463,2024-02-07,18012,0,2024-04-18
464,POL042360,464,2024-04-26,91682,0,2024-10-20
465,POL028593,465,2024-02-14,43147,0,2024-01-02
466,POL007693,466,2024-10-15,23966,0,2024-10-14
467,POL027318,467,2024-08-30,85501,0,2024-01-15
468,POL008426,468,2024-07-17,69198,0,2024-08-13
469,POL028659,469,2024-06-18,32272,0,2024-05-29
470,POL014242,470,2024-01-28,48178,0,2024-07-15
471,POL038764,471,2024-07-16,80629,0,2024-02-06
472,POL031735,472,2024-08-23,87052,0,2024-10-19
473,POL001641,473,2024-10-09,93536,0,2024-06-06
474,POL022116,474,2024-01-03,30130,0,2024-02-13
475,POL053576,475,2024-06-03,10544,0,2024-08-16
476,POL047488,476,2024-07-15,38319,0,2024-03-22
477,POL045701,477,2024-06-27,750,0,2024-10-22
478,POL031970,478,2024-02-24,69159,0,2024-10-19
479,POL018746,479,2024-07-18,6160,0,2024-02-15
480,POL013412,480,2024-11-11,61880,0,2024-10-15
481,POL024522,481,2024-04-12,85364,0,2024-06-17
482,POL041097,482,2024-08-02,36042,0,2024-03-12
483,POL049858,483,2024-02-06,81686,0,2024-05-09
484,POL007240,484,2024-04-20,94838,0,2024-10-15
485,POL017172,485,2024-01-14,40627,0,2024-07-09
486,POL006595,486,2024-04-22,91020,0,2024-07-12
487,POL025738,487,2024-10-18,9969,0,2024-03-08
488,POL020731,488,2024-10-03,93425,0,2024-06-19
489,POL002394,489,2024-09-01,14928,0,2024-07-26
490,POL057417,490,2024-01-04,27007,0,2024-07-10
491,POL041428,491,2024-05-04,13378,0,2024-07-29
492,POL014251,492,2024-10-13,98641,0,2024-07-06
493,POL053241,493,2024-01-30,46729,0,2024-09-01
494,POL004896,494,2024-11-04,75807,0,2024-04-15
495,POL049852,495,2024-07-19,78345,0,2024-07-23
496,POL018889,496,2024-08-04,66406,0,2024-09-17
497,POL028347,497,2024-02-19,69869,0,2024-08-06
