policy_id,subscription_length,claim_status,vehicle_id,customer_id
POL019709,5.7,1,131,131
POL006320,0.8,0,132,132
POL043099,5.2,0,133,133
POL006440,12.1,0,134,134
POL040171,11.4,0,135,135
POL052387,3.4,0,136,136
POL024343,6.0,0,137,137
POL032203,1.0,0,138,138
POL016576,0.7,0,139,139
POL039622,0.8,0,140,140
POL023547,4.0,0,141,141
POL017444,11.1,0,142,142
POL013268,5.6,0,143,143
POL009971,10.1,1,144,144
POL038831,1.0,0,145,145
POL019137,8.8,0,146,146
POL033904,11.3,0,147,147
POL004084,4.4,0,148,148
POL011568,11.2,0,149,149
POL022131,5.3,0,150,150
POL042272,12.2,0,151,151
POL025410,8.0,0,152,152
POL026292,0.7,0,153,153
POL052344,0.8,0,154,154
POL016470,7.6,0,155,155
POL054739,1.3,0,156,156
POL048625,5.6,0,157,157
POL008382,2.5,0,158,158
POL039963,10.0,1,159,159
POL004241,0.7,0,160,160
POL041601,2.5,0,161,161
POL000218,4.8,0,162,162
POL033247,4.6,0,163,163
POL014186,11.0,0,164,164
POL055040,8.0,0,165,165
POL019014,8.4,0,166,166
POL041757,11.2,0,167,167
POL052318,0.4,0,168,168
POL017343,12.4,0,169,169
POL006248,2.7,0,170,170
POL048416,0.4,0,171,171
POL009062,2.9,0,172,172
POL058171,1.3,0,173,173
POL027221,12.3,1,174,174
POL042693,2.0,0,175,175
POL016101,3.6,0,176,176
POL025390,12.3,0,177,177
POL054902,11.9,0,178,178
POL056618,0.9,0,179,179
POL050742,12.2,0,180,180
POL049624,7.3,0,181,181
POL008000,9.4,0,182,182
POL044616,6.3,0,183,183
POL033486,4.9,0,184,184
POL048254,11.8,0,185,185
POL011915,1.7,0,186,186
POL004461,11.0,0,187,187
POL019003,12.0,0,188,188
POL026296,11.6,0,189,189
POL042389,6.2,0,190,190
POL022795,7.2,0,191,191
POL048879,11.7,0,192,192
POL058039,11.2,0,193,193
POL039038,8.9,0,194,194
POL021022,3.4,0,195,195
POL019169,6.9,0,196,196
POL049424,3.6,0,197,197
POL010420,10.3,0,198,198
POL037837,9.7,1,199,199
POL051775,1.7,0,200,200
POL001786,12.4,0,201,201
POL016696,10.5,0,202,202
POL031980,1.5,0,203,203
POL034268,1.2,0,204,204
POL015099,0.3,0,205,205
POL001193,0.3,0,206,206
POL034860,3.4,0,207,207
POL000461,9.0,0,208,208
POL012238,10.3,0,209,209
POL012745,1.7,0,210,210
POL056633,6.4,1,211,211
POL005596,2.5,0,212,212
POL003737,0.8,1,213,213
POL044669,11.0,0,214,214
POL013342,12.4,0,215,215
POL050605,2.9,0,216,216
POL034013,5.4,0,217,217
POL002025,8.0,0,218,218
POL041180,2.5,0,219,219
POL004108,10.2,1,220,220
POL051829,1.0,0,221,221
POL015262,11.2,0,222,222
POL012269,11.0,0,223,223
POL027705,5.0,0,224,224
POL004371,10.0,0,225,225
POL028702,3.8,1,226,226
POL038160,11.3,1,227,227
POL034007,3.7,0,228,228
POL026532,11.4,0,229,229
POL056918,11.8,0,230,230
POL055720,5.3,0,231,231
POL045959,1.0,0,232,232
POL000332,10.6,0,233,233
POL035144,12.4,1,234,234
POL050150,10.9,0,235,235
POL028073,4.1,0,236,236
POL000190,2.8,0,237,237
POL032421,2.8,0,238,238
POL016838,11.7,0,239,239
POL012838,5.2,0,240,240
POL025449,0.4,0,241,241
POL001593,5.8,1,242,242
POL040152,2.8,0,243,243
POL044789,9.3,1,244,244
POL041289,0.9,0,245,245
POL033886,0.5,0,246,246
POL029095,12.1,0,247,247
POL050638,1.5,0,248,248
POL035691,11.9,0,249,249
POL006684,10.0,0,250,250
POL023754,6.0,0,251,251
POL005553,1.5,0,252,252
POL054300,10.8,0,253,253
POL030181,1.7,0,254,254
POL000786,8.4,0,255,255
POL058534,1.7,0,256,256
POL053190,9.9,1,257,257
POL058430,0.9,0,258,258
POL036619,10.8,0,259,259
POL006384,0.9,1,260,260
POL033382,4.7,0,261,261
POL056046,0.9,0,262,262
POL044735,0.8,0,263,263
POL047739,7.1,1,264,264
POL031516,10.2,1,265,265
POL005757,0.8,0,266,266
POL032263,8.2,0,267,267
POL035320,11.6,0,268,268
POL057891,1.4,0,269,269
POL056953,7.3,0,270,270
POL033356,3.0,0,271,271
POL032681,2.6,0,272,272
POL011620,3.1,0,273,273
POL023251,11.9,0,274,274
POL036519,11.2,0,275,275
POL035118,3.0,0,276,276
POL004473,3.3,0,277,277
POL037663,4.6,0,278,278
POL036783,5.9,0,279,279
POL046146,8.3,0,280,280
POL031739,5.9,0,281,281
POL023427,5.4,0,282,282
POL058131,9.5,0,283,283
POL031785,10.9,1,284,284
POL009912,5.0,0,285,285
POL026696,2.2,0,286,286
POL002502,9.9,0,287,287
POL001072,6.6,0,288,288
POL040228,1.5,1,289,289
POL004176,1.0,0,290,290
POL021586,11.8,0,291,291
POL058389,11.0,0,292,292
POL054606,0.9,0,293,293
POL036607,3.7,0,294,294
POL020999,0.8,0,295,295
POL040406,1.0,0,296,296
POL044189,2.9,0,297,297
POL013436,1.5,0,298,298
POL053071,3.5,0,299,299
POL022689,6.0,0,300,300
POL013433,3.9,0,301,301
POL055328,0.6,1,302,302
POL021543,11.6,0,303,303
POL009922,12.5,0,304,304
POL055304,0.9,0,305,305
POL009490,7.5,0,306,306
POL007131,0.2,0,307,307
POL054982,6.0,0,308,308
POL001189,12.5,0,309,309
POL018216,8.3,1,310,310
POL039847,5.7,0,311,311
POL010331,2.9,0,312,312
POL018637,12.3,1,313,313
POL042200,11.6,0,314,314
POL035469,5.3,0,315,315
POL003771,1.5,0,316,316
POL037834,2.0,0,317,317
POL053357,12.4,0,318,318
POL034044,7.5,0,319,319
POL047089,12.0,0,320,320
POL020776,10.1,0,321,321
POL055019,0.7,0,322,322
POL017502,3.9,0,323,323
POL027717,0.9,0,324,324
POL001841,11.1,0,325,325
POL026807,3.4,0,326,326
POL042432,1.4,0,327,327
POL037238,0.9,0,328,328
POL011769,6.5,0,329,329
POL020096,1.9,0,330,330
POL007820,5.2,0,331,331
POL042926,0.6,0,332,332
POL048518,1.6,0,333,333
POL020703,8.5,1,334,334
POL035106,1.3,0,335,335
POL014392,11.0,0,336,336
POL055258,11.0,0,337,337
POL027174,2.0,0,338,338
POL021786,10.8,1,339,339
POL011650,3.5,0,340,340
POL010890,10.3,0,341,341
POL050811,0.9,0,342,342
POL016011,0.5,0,343,343
POL038824,5.0,0,344,344
POL046584,0.8,0,345,345
POL029461,10.6,0,346,346
POL005036,10.6,0,347,347
POL056730,12.5,0,348,348
POL003474,10.6,0,349,349
POL012551,10.4,0,350,350
POL013011,4.9,0,351,351
POL003941,8.7,0,352,352
POL036617,0.1,0,353,353
POL019517,1.0,0,354,354
POL019545,4.1,0,355,355
POL005241,8.3,0,356,356
POL039240,4.1,0,357,357
POL005014,10.9,0,358,358
POL052264,8.9,0,359,359
POL042002,4.3,0,360,360
POL026528,2.5,0,361,361
POL034295,6.6,0,362,362
POL001004,0.3,0,363,363
POL057557,2.9,0,364,364
POL019080,12.2,0,365,365
POL047972,3.0,0,366,366
POL017139,9.1,0,367,367
POL012659,6.3,0,368,368
POL020683,11.6,0,369,369
POL013553,0.3,0,370,370
POL045595,6.6,0,371,371
POL006004,5.5,0,372,372
POL000789,0.4,0,373,373
POL022532,3.9,0,374,374
POL020299,12.1,0,375,375
POL029068,1.3,0,376,376
POL035622,2.9,0,377,377
POL036143,5.9,0,378,378
POL012126,6.2,0,379,379
POL015565,10.7,0,380,380
POL023993,1.0,0,381,381
POL004444,0.9,0,382,382
POL001904,11.0,0,383,383
POL056567,4.9,0,384,384
POL019887,2.7,0,385,385
POL048891,11.4,0,386,386
POL021106,0.5,1,387,387
POL055264,1.1,0,388,388
POL033635,5.6,0,389,389
POL032268,4.4,0,390,390
POL050012,11.7,0,391,391
POL000326,2.3,0,392,392
POL057558,10.3,0,393,393
POL011380,2.3,0,394,394
POL016236,0.8,0,395,395
POL031094,3.1,1,396,396
POL009999,3.1,0,397,397
POL007314,8.3,0,398,398
POL038018,5.6,0,399,399
POL007126,3.3,0,400,400
POL016451,11.2,0,401,401
POL046016,12.4,0,402,402
POL047829,0.1,0,403,403
POL025893,3.1,0,404,404
POL037847,8.7,0,405,405
POL045381,7.4,0,406,406
POL034644,9.0,0,407,407
POL039685,9.5,0,408,408
POL034584,3.1,0,409,409
POL005839,5.1,0,410,410
POL010675,12.4,0,411,411
POL055881,8.3,0,412,412
POL020416,7.2,0,413,413
POL005153,10.7,0,414,414
POL040783,0.8,0,415,415
POL000840,0.8,0,416,416
POL021896,6.1,0,417,417
POL027732,5.6,0,418,418
POL006132,2.7,0,419,419
POL014245,4.5,0,420,420
POL013299,0.7,0,421,421
POL030665,5.9,0,422,422
POL009764,8.3,0,423,423
POL030023,2.7,0,424,424
POL038707,10.2,0,425,425
POL055911,12.3,0,426,426
POL041527,0.3,1,427,427
POL053300,7.7,0,428,428
POL052918,5.4,0,429,429
POL044210,7.7,0,430,430
POL019040,11.1,0,431,431
POL020213,6.0,0,432,432
POL030033,5.0,0,433,433
POL014302,11.1,0,434,434
POL039910,11.7,0,435,435
POL052160,0.4,0,436,436
POL054123,10.4,0,437,437
POL008068,9.4,0,438,438
POL023742,5.4,0,439,439
POL001968,3.3,0,440,440
POL017004,10.8,0,441,441
POL033615,12.5,0,442,442
POL020126,0.4,0,443,443
POL000976,11.6,0,444,444
POL019603,10.1,0,445,445
POL043743,10.4,0,446,446
POL009471,11.7,0,447,447
POL022415,10.4,0,448,448
POL014266,10.6,0,449,449
POL030526,0.8,0,450,450
POL018656,2.1,1,451,451
POL010706,4.1,0,452,452
POL003156,10.0,0,453,453
POL054065,10.3,0,454,454
POL025078,7.1,0,455,455
POL036814,12.4,0,456,456
POL043924,7.6,0,457,457
POL045881,12.2,0,458,458
POL042010,10.5,0,459,459
POL057677,12.0,0,460,460
POL031182,2.0,0,461,461
POL017803,5.5,0,462,462
POL000426,9.2,0,463,463
POL042360,9.0,0,464,464
POL028593,0.7,0,465,465
POL007693,5.5,0,466,466
POL027318,0.7,0,467,467
POL008426,0.1,0,468,468
POL028659,11.3,0,469,469
POL014242,2.1,0,470,470
POL038764,7.1,0,471,471
POL031735,10.0,0,472,472
POL001641,5.2,0,473,473
POL022116,1.0,0,474,474
POL053576,1.6,0,475,475
POL047488,0.2,0,476,476
POL045701,10.1,0,477,477
POL031970,10.6,0,478,478
POL018746,10.8,0,479,479
POL013412,3.1,0,480,480
POL024522,1.3,0,481,481
POL041097,2.4,0,482,482
POL049858,10.8,0,483,483
POL007240,5.0,0,484,484
POL017172,2.2,0,485,485
POL006595,4.9,0,486,486
POL025738,5.8,0,487,487
POL020731,1.1,0,488,488
POL002394,8.9,0,489,489
POL057417,2.6,0,490,490
POL041428,1.4,0,491,491
POL014251,2.8,0,492,492
POL053241,10.9,0,493,493
POL004896,0.5,0,494,494
POL049852,5.1,0,495,495
POL018889,10.9,0,496,496
POL028347,5.8,0,497,497
POL028576,0.9,0,498,498
POL042657,11.6,0,499,499
POL032633,3.0,0,500,500
POL006557,5.5,0,501,501
POL013158,0.3,0,502,502
POL024817,3.1,0,503,503
POL048743,0.7,0,504,504
POL056084,11.9,0,505,505
POL039552,4.6,0,506,506
POL048172,10.3,0,507,507
POL001022,6.3,0,508,508
POL032792,9.1,0,509,509
POL054970,0.9,0,510,510
POL044034,2.4,1,511,511
POL032564,0.7,0,512,512
POL042774,7.5,0,513,513
POL004143,10.3,0,514,514
POL027749,12.0,0,515,515
POL003751,0.5,0,516,516
POL027079,3.7,0,517,517
POL026438,11.3,0,518,518
POL058482,10.3,1,519,519
POL017657,0.9,0,520,520
POL047744,5.9,0,521,521
POL042969,12.1,0,522,522
POL032953,10.7,0,523,523
POL037821,6.9,0,524,524
POL023091,3.2,1,525,525
POL016383,7.1,0,526,526
POL019543,11.2,1,527,527
POL047092,10.8,0,528,528
POL016198,5.7,0,529,529
POL014527,10.4,0,530,530
POL050282,1.7,0,531,531
POL049497,3.6,0,532,532
POL023261,2.2,0,533,533
POL052983,6.9,0,534,534
POL023863,11.4,0,535,535
POL035210,7.6,0,536,536
POL029621,12.0,0,537,537
POL054008,9.2,0,538,538
POL032372,0.8,0,539,539
POL055757,0.3,0,540,540
POL037367,6.5,0,541,541
POL038384,1.1,0,542,542
POL046421,0.9,0,543,543
POL015874,2.6,0,544,544
POL036052,5.5,0,545,545
POL027396,2.9,0,546,546
POL024910,10.7,0,547,547
POL046115,4.1,0,548,548
POL015907,0.3,0,549,549
POL041593,7.1,1,550,550
POL033418,0.2,0,551,551
POL004485,5.6,0,552,552
POL002489,2.3,0,553,553
POL054756,5.1,0,554,554
POL027039,0.9,0,555,555
POL033835,8.7,0,556,556
POL012533,6.4,0,557,557
POL046979,5.2,0,558,558
POL057218,2.4,0,559,559
POL025537,0.5,0,560,560
POL025613,9.5,0,561,561
POL002430,4.5,1,562,562
POL034818,6.1,0,563,563
POL048860,1.4,0,564,564
POL055830,5.2,0,565,565
POL025160,1.2,0,566,566
POL025334,5.0,0,567,567
POL021612,0.6,0,568,568
POL040461,9.7,0,569,569
POL044888,10.5,0,570,570
POL027768,10.2,0,571,571
POL041100,0.9,0,572,572
POL011819,4.4,0,573,573
POL020357,1.2,0,574,574
POL042970,4.4,0,575,575
POL030960,2.4,0,576,576
POL058113,10.9,0,577,577
POL012055,2.2,0,578,578
POL032045,0.8,0,579,579
POL043507,6.5,1,580,580
POL034809,3.0,0,581,581
POL003366,1.0,0,582,582
POL012814,0.4,0,583,583
POL022697,0.9,0,584,584
POL011272,10.5,0,585,585
POL057354,8.6,0,586,586
POL016564,4.8,0,587,587
POL038112,0.3,0,588,588
POL008971,0.8,0,589,589
POL015120,7.5,0,590,590
POL049553,7.2,0,591,591
POL042721,10.6,0,592,592
POL039598,6.9,0,593,593
POL037050,0.5,0,594,594
POL051653,7.5,0,595,595
POL018664,0.9,0,596,596
POL033224,0.5,0,597,597
POL018704,4.0,0,598,598
POL018478,0.8,0,599,599
POL004098,1.4,0,600,600
POL006393,0.5,0,601,601
POL021577,3.7,0,602,602
POL014681,4.9,0,603,603
POL017093,4.1,0,604,604
POL057826,7.9,0,605,605
POL030887,5.2,0,606,606
POL049083,3.2,0,607,607
POL033955,3.6,0,608,608
POL020852,1.8,0,609,609
POL013464,1.0,0,610,610
POL056060,11.2,0,611,611
POL011218,3.9,0,612,612
POL041108,4.2,0,613,613
POL015473,10.5,0,614,614
POL008772,10.4,0,615,615
POL012554,5.2,0,616,616
POL029639,0.7,0,617,617
POL019850,11.1,0,618,618
POL057382,10.8,0,619,619
POL052746,11.1,0,620,620
POL024138,0.1,0,621,621
POL003584,1.5,0,622,622
POL055559,11.1,0,623,623
POL034407,5.5,0,624,624
POL007615,0.4,0,625,625
POL022074,10.5,0,626,626
POL008807,10.4,0,627,627
POL049569,2.5,0,628,628
POL030519,2.5,0,629,629
POL051968,11.1,0,630,630
POL023152,10.2,0,631,631
POL023209,10.3,0,632,632
POL044348,6.1,0,633,633
POL034914,0.9,0,634,634
POL035290,1.0,0,635,635
POL019834,8.0,0,636,636
POL003587,3.7,0,637,637
POL045110,9.7,0,638,638
POL046093,7.0,1,639,639
POL000974,11.1,0,640,640
POL053794,11.1,0,641,641
POL034626,2.1,0,642,642
POL055396,5.4,0,643,643
POL034031,0.0,0,644,644
POL019250,0.9,0,645,645
POL050127,11.1,0,646,646
POL011184,10.3,0,647,647
POL021348,6.5,0,648,648
POL050683,0.8,0,649,649
POL057644,6.6,0,650,650
POL044630,5.6,0,651,651
POL032988,3.1,0,652,652
POL008865,4.3,0,653,653
POL018005,11.3,0,654,654
POL009390,10.2,0,655,655
POL057169,2.4,0,656,656
POL033578,10.7,0,657,657
POL030967,0.3,0,658,658
POL054177,11.1,0,659,659
POL037650,10.6,0,660,660
POL028333,4.0,1,661,661
POL024919,0.6,1,662,662
POL038650,10.5,0,663,663
POL003964,0.9,0,664,664
POL011127,1.7,0,665,665
POL007898,11.5,1,666,666
POL037017,11.0,0,667,667
POL010103,5.7,1,668,668
POL042858,3.2,0,669,669
POL022337,4.7,0,670,670
POL023321,2.8,0,671,671
POL030459,12.5,0,672,672
POL013587,11.4,0,673,673
POL017031,0.1,0,674,674
POL035965,5.0,0,675,675
POL044356,1.4,0,676,676
POL006552,2.3,0,677,677
POL046984,10.3,0,678,678
POL036324,9.0,0,679,679
POL015040,3.1,0,680,680
POL005226,12.0,0,681,681
POL031776,4.0,0,682,682
POL011958,10.5,0,683,683
POL000233,11.8,0,684,684
POL005205,5.4,0,685,685
POL047515,10.3,0,686,686
POL005574,1.2,0,687,687
POL002930,11.1,0,688,688
POL008130,2.7,0,689,689
POL041741,0.5,0,690,690
POL050813,5.9,0,691,691
POL018556,0.5,0,692,692
POL012850,0.1,0,693,693
POL008580,10.1,0,694,694
POL048582,10.4,0,695,695
POL020037,0.9,0,696,696
POL008485,12.2,0,697,697
POL055456,4.7,0,698,698
POL014635,8.1,1,699,699
POL016606,5.2,0,700,700
POL056506,10.2,0,701,701
POL012028,3.7,0,702,702
POL007417,8.5,0,703,703
POL037513,7.7,0,704,704
POL008845,11.9,0,705,705
POL018696,2.9,0,706,706
POL016290,10.5,0,707,707
POL021135,9.7,0,708,708
POL056895,4.4,1,709,709
POL000518,4.3,0,710,710
POL032423,1.3,0,711,711
POL017029,0.8,0,712,712
POL029261,11.7,0,713,713
POL012217,10.3,0,714,714
POL019771,10.5,0,715,715
POL049215,8.3,0,716,716
POL001084,3.3,0,717,717
POL026771,11.2,1,718,718
POL032482,1.7,0,719,719
POL027433,3.9,0,720,720
POL054461,10.2,0,721,721
POL013723,10.8,0,722,722
POL004571,2.6,0,723,723
POL028832,0.8,0,724,724
POL049165,10.8,0,725,725
POL004737,11.6,1,726,726
POL018085,3.3,0,727,727
POL044370,3.9,0,728,728
POL035523,10.5,0,729,729
POL025349,0.8,0,730,730
POL045505,6.8,0,731,731
POL005459,4.4,0,732,732
POL055167,11.2,0,733,733
POL017400,7.7,0,734,734
POL010475,7.3,0,735,735
POL034716,10.7,0,736,736
POL035008,5.5,0,737,737
POL015421,1.6,0,738,738
POL018199,9.1,0,739,739
POL033849,6.8,1,740,740
POL022630,3.5,0,741,741
POL053616,10.2,0,742,742
POL004094,5.8,0,743,743
POL033257,10.1,0,744,744
POL047786,10.7,0,745,745
POL056217,3.8,0,746,746
POL009228,0.9,0,747,747
POL014404,12.5,0,748,748
POL002136,0.8,0,749,749
POL022159,4.7,0,750,750
POL048521,4.4,0,751,751
POL010912,4.5,0,752,752
POL053510,0.9,0,753,753
POL010665,6.3,0,754,754
POL056062,10.2,0,755,755
POL008039,0.9,0,756,756
POL018877,10.2,0,757,757
POL007892,1.1,0,758,758
POL033906,5.2,0,759,759
POL040013,4.7,0,760,760
POL019065,6.5,0,761,761
POL024484,9.2,0,762,762
POL022087,11.1,0,763,763
POL038858,0.2,0,764,764
POL022080,2.8,0,765,765
POL015688,2.5,0,766,766
POL013279,10.4,0,767,767
POL009523,10.8,0,768,768
POL041835,11.8,0,769,769
POL001168,0.5,0,770,770
POL050113,5.8,0,771,771
POL014998,7.7,0,772,772
POL033126,6.2,0,773,773
POL011248,12.4,0,774,774
POL033278,0.1,0,775,775
POL009189,11.3,0,776,776
POL013760,0.9,0,777,777
POL017816,0.0,0,778,778
POL044670,5.9,0,779,779
POL008721,10.1,0,780,780
POL013371,1.6,0,781,781
POL037542,0.1,0,782,782
POL002300,10.9,0,783,783
POL054696,2.6,1,784,784
POL012123,2.5,0,785,785
POL052692,2.2,0,786,786
POL003454,5.2,0,787,787
POL041008,6.0,0,788,788
POL031581,5.1,0,789,789
POL035111,6.2,0,790,790
POL026009,11.6,0,791,791
POL036572,10.4,0,792,792
POL025532,1.9,0,793,793
POL036224,3.2,0,794,794
POL019389,4.9,0,795,795
POL027235,1.4,0,796,796
POL046978,4.5,0,797,797
POL034550,12.0,0,798,798
POL051722,5.7,0,799,799
POL042495,4.7,0,800,800
POL030774,10.2,0,801,801
POL053250,0.9,0,802,802
POL043660,8.6,0,803,803
POL036992,6.8,0,804,804
POL021253,6.0,0,805,805
POL028250,0.2,1,806,806
POL041699,5.3,0,807,807
POL055662,0.7,0,808,808
POL027683,5.8,0,809,809
POL046423,3.3,0,810,810
POL055124,8.9,0,811,811
POL023817,11.6,0,812,812
POL014745,1.8,0,813,813
POL013959,11.3,0,814,814
POL021257,11.3,0,815,815
POL057472,11.6,0,816,816
POL051980,10.2,0,817,817
POL012641,0.7,0,818,818
POL003633,8.1,0,819,819
POL035481,10.2,0,820,820
POL030764,2.8,0,821,821
POL009167,0.8,0,822,822
POL028089,11.2,0,823,823
POL030997,5.4,0,824,824
POL010194,2.0,0,825,825
POL004023,3.8,0,826,826
POL015879,1.2,0,827,827
POL013439,11.0,0,828,828
POL033034,7.9,0,829,829
POL039186,10.2,0,830,830
POL050570,6.8,0,831,831
POL042832,3.3,0,832,832
POL056923,9.9,0,833,833
POL024252,10.1,0,834,834
POL028003,4.9,0,835,835
POL038898,10.2,0,836,836
POL025940,8.8,0,837,837
POL058078,11.8,0,838,838
POL025519,12.2,0,839,839
POL020280,11.3,0,840,840
POL017250,2.6,0,841,841
POL053871,12.1,0,842,842
POL040224,5.7,0,843,843
POL051556,10.1,1,844,844
POL052606,10.3,0,845,845
POL012587,0.4,0,846,846
POL006506,5.3,0,847,847
POL026078,7.8,0,848,848
POL006546,0.4,0,849,849
POL039467,4.4,0,850,850
POL014945,0.9,0,851,851
POL040389,9.8,0,852,852
POL015642,3.6,0,853,853
POL012036,9.0,0,854,854
POL044925,3.0,0,855,855
POL037007,4.4,0,856,856
POL042509,12.3,0,857,857
POL007818,11.1,0,858,858
POL031137,4.3,0,859,859
POL039379,4.0,0,860,860
POL040724,0.3,0,861,861
POL032585,2.5,0,862,862
POL000628,3.9,0,863,863
POL042782,2.6,0,864,864
POL051996,10.1,0,865,865
POL030298,4.8,0,866,866
POL025025,12.1,0,867,867
POL041852,1.4,0,868,868
POL043458,5.8,0,869,869
POL006318,11.1,0,870,870
POL051143,0.4,0,871,871
POL057829,10.2,0,872,872
POL054009,5.6,0,873,873
POL049429,2.1,0,874,874
POL021404,10.7,0,875,875
POL028844,10.2,0,876,876
POL029672,0.2,0,877,877
POL010017,1.1,0,878,878
POL023882,11.6,0,879,879
POL047711,8.3,1,880,880
POL006049,0.9,0,881,881
POL037779,3.9,0,882,882
POL047353,8.0,0,883,883
POL033013,10.9,0,884,884
POL048106,10.3,0,885,885
POL041333,0.4,0,886,886
POL025045,3.6,0,887,887
POL053299,5.1,0,888,888
POL058572,3.5,0,889,889
POL048183,0.8,0,890,890
POL004379,3.5,0,891,891
POL043749,1.8,0,892,892
POL057502,2.3,0,893,893
POL024743,7.0,1,894,894
POL052341,1.4,0,895,895
POL054356,12.2,0,896,896
POL009217,2.0,0,897,897
POL022687,8.3,0,898,898
POL033363,10.3,0,899,899
POL030580,1.2,0,900,900
POL049433,2.2,0,901,901
POL038396,6.1,0,902,902
POL053647,11.7,0,903,903
POL046783,2.5,0,904,904
POL050957,11.8,0,905,905
POL003997,4.5,0,906,906
POL042069,1.1,0,907,907
POL030021,3.9,0,908,908
POL036001,4.4,0,909,909
POL037464,5.6,0,910,910
POL041351,1.2,0,911,911
POL044320,12.2,0,912,912
POL019452,3.8,0,913,913
POL043759,10.5,0,914,914
POL017189,4.8,0,915,915
POL031586,2.5,0,916,916
POL013309,0.9,0,917,917
POL057235,2.5,0,918,918
POL038530,0.7,0,919,919
POL025806,0.8,0,920,920
POL045447,11.1,0,921,921
POL026802,3.9,0,922,922
POL038618,0.1,0,923,923
POL051902,12.4,0,924,924
POL042096,0.5,1,925,925
POL044485,6.6,0,926,926
POL032484,0.9,0,927,927
POL004631,10.5,0,928,928
POL003823,6.3,0,929,929
