payment_id,policy_id,customer_id,payment_date,amount,payment_method,payment_status
226,POL028702,226,2024-07-09,75825,others,declined
227,POL038160,227,2024-01-30,74042,card,success
228,POL034007,228,2024-01-20,38320,paypal,declined
229,POL026532,229,2024-11-19,33883,others,success
230,POL056918,230,2024-03-02,89951,others,in progress
231,POL055720,231,2024-09-24,50007,others,in progress
232,POL045959,232,2024-03-23,37102,others,in progress
233,POL000332,233,2024-06-22,31984,paypal,in progress
234,POL035144,234,2024-04-24,14529,others,success
235,POL050150,235,2024-01-26,51374,paypal,in progress
236,POL028073,236,2024-09-08,95200,card,declined
237,POL000190,237,2024-02-16,40502,card,success
238,POL032421,238,2024-06-04,73826,others,in progress
239,POL016838,239,2024-09-26,84584,paypal,in progress
240,POL012838,240,2024-03-27,59060,others,declined
241,POL025449,241,2024-09-16,62182,paypal,success
242,POL001593,242,2024-03-09,73520,others,success
243,POL040152,243,2024-01-13,93983,others,in progress
244,POL044789,244,2024-10-06,86696,others,in progress
245,POL041289,245,2024-01-06,37328,others,success
246,POL033886,246,2024-01-27,79643,paypal,success
247,POL029095,247,2024-01-28,57022,card,success
248,POL050638,248,2024-08-13,16211,others,declined
249,POL035691,249,2024-01-06,9466,paypal,success
250,POL006684,250,2024-04-29,62317,others,in progress
251,POL023754,251,2024-11-04,1943,others,success
252,POL005553,252,2024-10-01,81341,paypal,success
253,POL054300,253,2024-03-20,44481,paypal,in progress
254,POL030181,254,2024-10-10,7614,paypal,success
255,POL000786,255,2024-09-18,81288,card,in progress
256,POL058534,256,2024-11-25,53140,card,success
257,POL053190,257,2024-06-03,90082,card,success
258,POL058430,258,2024-01-08,96179,others,success
259,POL036619,259,2024-05-15,80653,card,success
260,POL006384,260,2024-07-27,88077,paypal,success
261,POL033382,261,2024-05-04,61545,paypal,declined
262,POL056046,262,2024-07-19,25818,paypal,success
263,POL044735,263,2024-07-23,95504,paypal,declined
264,POL047739,264,2024-08-25,49730,others,declined
265,POL031516,265,2024-02-28,99584,others,declined
266,POL005757,266,2024-09-28,83986,card,success
267,POL032263,267,2024-04-30,187,paypal,in progress
268,POL035320,268,2024-07-24,44289,card,in progress
269,POL057891,269,2024-08-31,79185,others,declined
270,POL056953,270,2024-02-11,8327,paypal,declined
271,POL033356,271,2024-02-05,24872,paypal,declined
272,POL032681,272,2024-08-31,37259,others,declined
273,POL011620,273,2024-02-10,75906,others,success
274,POL023251,274,2024-09-18,78937,others,declined
275,POL036519,275,2024-04-07,63301,others,declined
276,POL035118,276,2024-04-20,90688,others,in progress
277,POL004473,277,2024-01-02,85260,card,success
278,POL037663,278,2024-04-05,68204,paypal,declined
279,POL036783,279,2024-03-23,39806,card,in progress
280,POL046146,280,2024-07-17,67413,others,in progress
281,POL031739,281,2024-09-15,89903,paypal,success
282,POL023427,282,2024-07-24,24914,card,declined
283,POL058131,283,2024-01-26,69909,paypal,success
284,POL031785,284,2024-02-25,61928,others,in progress
285,POL009912,285,2024-09-03,40961,card,in progress
286,POL026696,286,2024-06-04,69836,card,declined
287,POL002502,287,2024-04-19,51153,card,declined
288,POL001072,288,2024-08-31,84746,paypal,success
289,POL040228,289,2024-11-09,33935,paypal,declined
290,POL004176,290,2024-07-04,86359,paypal,success
291,POL021586,291,2024-02-20,91545,others,success
292,POL058389,292,2024-06-03,43704,paypal,declined
293,POL054606,293,2024-05-11,30227,paypal,declined
294,POL036607,294,2024-04-11,50753,paypal,success
295,POL020999,295,2024-10-11,26545,card,in progress
296,POL040406,296,2024-07-25,88777,others,declined
297,POL044189,297,2024-09-01,7503,card,success
298,POL013436,298,2024-10-13,50018,card,success
299,POL053071,299,2024-11-02,23473,others,in progress
300,POL022689,300,2024-04-10,66722,card,declined
301,POL013433,301,2024-03-29,70969,paypal,declined
302,POL055328,302,2024-03-21,69312,others,declined
303,POL021543,303,2024-10-11,85831,paypal,declined
304,POL009922,304,2024-07-21,90989,paypal,declined
305,POL055304,305,2024-04-30,75002,paypal,declined
306,POL009490,306,2024-07-12,74185,others,declined
307,POL007131,307,2024-07-21,59735,others,in progress
308,POL054982,308,2024-10-03,5599,others,declined
309,POL001189,309,2024-01-21,60200,card,in progress
310,POL018216,310,2024-09-05,26112,paypal,declined
311,POL039847,311,2024-11-13,41563,others,declined
312,POL010331,312,2024-04-01,97188,others,declined
313,POL018637,313,2024-01-24,11733,others,in progress
314,POL042200,314,2024-01-23,67752,paypal,declined
315,POL035469,315,2024-07-30,38761,others,declined
316,POL003771,316,2024-08-11,4208,paypal,in progress
317,POL037834,317,2024-10-27,44225,card,success
318,POL053357,318,2024-04-04,74771,paypal,success
319,POL034044,319,2024-11-17,1544,paypal,success
320,POL047089,320,2024-03-13,99054,card,success
321,POL020776,321,2024-04-19,34621,paypal,declined
322,POL055019,322,2024-07-10,30060,others,success
323,POL017502,323,2024-11-20,8123,paypal,declined
324,POL027717,324,2024-01-30,8267,others,in progress
325,POL001841,325,2024-11-11,72315,others,declined
326,POL026807,326,2024-04-18,71030,card,declined
327,POL042432,327,2024-06-13,45506,others,declined
328,POL037238,328,2024-10-07,40254,others,in progress
329,POL011769,329,2024-02-24,67395,paypal,success
330,POL020096,330,2024-02-23,2672,others,declined
331,POL007820,331,2024-11-10,23641,card,success
332,POL042926,332,2024-08-14,65067,card,success
333,POL048518,333,2024-06-13,72142,others,declined
334,POL020703,334,2024-03-22,5486,paypal,success
335,POL035106,335,2024-06-13,62696,card,success
336,POL014392,336,2024-06-22,27880,card,in progress
337,POL055258,337,2024-07-05,4332,paypal,in progress
338,POL027174,338,2024-10-15,30436,card,declined
339,POL021786,339,2024-11-17,31899,others,success
340,POL011650,340,2024-02-05,62959,paypal,success
341,POL010890,341,2024-11-13,79930,others,success
342,POL050811,342,2024-10-03,61919,paypal,in progress
343,POL016011,343,2024-06-09,58465,card,success
344,POL038824,344,2024-01-08,95751,others,success
345,POL046584,345,2024-09-23,82090,card,success
346,POL029461,346,2024-01-17,59537,paypal,in progress
347,POL005036,347,2024-06-07,22085,paypal,success
348,POL056730,348,2024-11-15,43604,others,in progress
349,POL003474,349,2024-11-07,99989,card,in progress
350,POL012551,350,2024-10-13,53581,others,success
351,POL013011,351,2024-09-20,1332,others,declined
352,POL003941,352,2024-11-15,457,others,declined
353,POL036617,353,2024-06-01,66603,others,success
354,POL019517,354,2024-08-15,29784,paypal,in progress
355,POL019545,355,2024-07-25,67235,paypal,declined
356,POL005241,356,2024-06-12,57110,paypal,declined
357,POL039240,357,2024-01-22,73155,paypal,success
358,POL005014,358,2024-08-19,31474,card,declined
359,POL052264,359,2024-10-21,73468,card,in progress
360,POL042002,360,2024-03-14,23900,others,success
361,POL026528,361,2024-04-26,20962,paypal,declined
362,POL034295,362,2024-06-09,59454,card,declined
363,POL001004,363,2024-10-26,97620,others,in progress
364,POL057557,364,2024-06-23,78831,paypal,declined
365,POL019080,365,2024-10-28,62102,paypal,declined
366,POL047972,366,2024-07-02,97589,card,success
367,POL017139,367,2024-03-23,34598,others,declined
368,POL012659,368,2024-10-23,27390,card,in progress
369,POL020683,369,2024-07-05,72243,others,in progress
370,POL013553,370,2024-06-18,12987,card,in progress
371,POL045595,371,2024-10-12,99111,others,in progress
372,POL006004,372,2024-06-01,95030,paypal,success
373,POL000789,373,2024-06-04,41778,others,declined
374,POL022532,374,2024-01-07,19401,paypal,in progress
375,POL020299,375,2024-09-06,70338,card,success
376,POL029068,376,2024-11-11,50639,paypal,success
377,POL035622,377,2024-08-28,25715,paypal,success
378,POL036143,378,2024-03-30,90890,paypal,in progress
379,POL012126,379,2024-09-29,2373,card,declined
380,POL015565,380,2024-08-28,78606,others,declined
381,POL023993,381,2024-09-13,62103,others,declined
382,POL004444,382,2024-04-11,52432,paypal,declined
383,POL001904,383,2024-08-13,94484,card,declined
384,POL056567,384,2024-06-26,73387,others,in progress
385,POL019887,385,2024-10-13,22220,card,in progress
386,POL048891,386,2024-11-28,61062,others,success
387,POL021106,387,2024-09-26,43388,paypal,declined
388,POL055264,388,2024-05-11,10335,card,in progress
389,POL033635,389,2024-03-10,6683,card,success
390,POL032268,390,2024-08-28,48156,others,success
391,POL050012,391,2024-02-14,50533,card,declined
392,POL000326,392,2024-03-01,56367,card,success
393,POL057558,393,2024-03-18,63667,others,success
394,POL011380,394,2024-06-03,42044,card,in progress
395,POL016236,395,2024-08-06,16141,others,success
396,POL031094,396,2024-10-09,93500,card,declined
397,POL009999,397,2024-09-21,17859,card,success
398,POL007314,398,2024-07-26,47668,paypal,declined
399,POL038018,399,2024-10-11,47156,card,declined
400,POL007126,400,2024-05-19,46207,paypal,in progress
401,POL016451,401,2024-03-12,81982,paypal,in progress
402,POL046016,402,2024-12-01,56096,paypal,declined
403,POL047829,403,2024-07-27,49930,paypal,success
404,POL025893,404,2024-08-31,45668,others,declined
405,POL037847,405,2024-09-20,2256,others,success
406,POL045381,406,2024-10-29,23092,paypal,declined
407,POL034644,407,2024-07-24,11589,card,declined
408,POL039685,408,2024-05-26,26520,card,declined
409,POL034584,409,2024-04-19,16310,card,success
410,POL005839,410,2024-07-11,52269,card,declined
411,POL010675,411,2024-09-26,41541,card,in progress
412,POL055881,412,2024-02-10,2533,card,success
413,POL020416,413,2024-10-23,1060,card,success
414,POL005153,414,2024-07-28,7,card,success
415,POL040783,415,2024-07-06,40379,others,in progress
416,POL000840,416,2024-11-28,13337,others,success
417,POL021896,417,2024-02-16,37951,others,success
418,POL027732,418,2024-08-10,35420,card,declined
419,POL006132,419,2024-03-28,75359,paypal,declined
420,POL014245,420,2024-04-10,98856,card,in progress
421,POL013299,421,2024-11-10,49449,card,success
422,POL030665,422,2024-08-23,17645,others,in progress
423,POL009764,423,2024-08-14,33566,paypal,declined
424,POL030023,424,2024-04-02,71749,card,declined
425,POL038707,425,2024-03-16,56450,others,declined
426,POL055911,426,2024-03-05,90376,card,declined
427,POL041527,427,2024-01-14,95024,paypal,in progress
428,POL053300,428,2024-08-27,79809,card,in progress
429,POL052918,429,2024-08-19,78270,paypal,success
430,POL044210,430,2024-05-26,98337,card,in progress
431,POL019040,431,2024-05-17,53258,paypal,in progress
432,POL020213,432,2024-07-06,30530,others,declined
433,POL030033,433,2024-06-07,32559,paypal,success
434,POL014302,434,2024-10-14,36876,card,success
435,POL039910,435,2024-06-07,65577,others,declined
436,POL052160,436,2024-10-19,29293,card,declined
437,POL054123,437,2024-11-13,96255,paypal,success
438,POL008068,438,2024-05-31,97267,paypal,success
439,POL023742,439,2024-03-12,21411,card,declined
440,POL001968,440,2024-10-17,22779,others,success
441,POL017004,441,2024-08-09,48207,card,declined
442,POL033615,442,2024-01-06,63807,card,success
443,POL020126,443,2024-06-03,55987,others,success
444,POL000976,444,2024-08-10,85796,others,in progress
445,POL019603,445,2024-07-03,82118,card,declined
446,POL043743,446,2024-09-09,56438,others,success
447,POL009471,447,2024-09-18,82654,others,success
448,POL022415,448,2024-01-27,74284,others,declined
449,POL014266,449,2024-07-06,66353,paypal,in progress
450,POL030526,450,2024-11-30,88176,card,in progress
451,POL018656,451,2024-02-05,11689,others,in progress
452,POL010706,452,2024-03-24,56640,paypal,declined
453,POL003156,453,2024-05-19,97969,others,declined
454,POL054065,454,2024-02-03,89089,card,in progress
455,POL025078,455,2024-01-02,65579,paypal,success
456,POL036814,456,2024-10-23,36113,others,in progress
457,POL043924,457,2024-08-24,93700,others,declined
458,POL045881,458,2024-07-27,45978,paypal,success
459,POL042010,459,2024-10-14,70871,others,declined
460,POL057677,460,2024-11-18,4357,paypal,success
461,POL031182,461,2024-05-22,2254,paypal,success
462,POL017803,462,2024-04-21,55326,card,success
463,POL000426,463,2024-04-10,41767,others,success
464,POL042360,464,2024-02-26,70241,others,declined
465,POL028593,465,2024-02-10,49360,card,in progress
466,POL007693,466,2024-02-10,78545,others,success
467,POL027318,467,2024-06-18,47215,card,in progress
468,POL008426,468,2024-10-07,94443,others,in progress
469,POL028659,469,2024-10-16,40785,others,declined
470,POL014242,470,2024-04-14,41895,card,in progress
471,POL038764,471,2024-01-10,8863,card,in progress
472,POL031735,472,2024-05-11,76802,others,success
473,POL001641,473,2024-03-03,81124,paypal,in progress
474,POL022116,474,2024-11-25,9763,others,declined
475,POL053576,475,2024-05-09,2943,card,declined
476,POL047488,476,2024-07-01,36343,paypal,success
477,POL045701,477,2024-10-05,39671,card,declined
478,POL031970,478,2024-04-29,46870,others,in progress
479,POL018746,479,2024-05-31,73500,others,declined
480,POL013412,480,2024-11-21,18247,paypal,in progress
481,POL024522,481,2024-02-10,5458,card,success
482,POL041097,482,2024-03-21,3297,card,success
483,POL049858,483,2024-09-12,96791,paypal,declined
484,POL007240,484,2024-06-18,47497,card,in progress
485,POL017172,485,2024-10-20,11168,others,success
486,POL006595,486,2024-03-31,15923,card,success
487,POL025738,487,2024-03-13,20462,paypal,in progress
488,POL020731,488,2024-02-26,5938,card,declined
489,POL002394,489,2024-09-29,74267,paypal,success
490,POL057417,490,2024-10-10,1043,others,success
491,POL041428,491,2024-07-22,40091,paypal,success
492,POL014251,492,2024-10-17,94954,paypal,declined
493,POL053241,493,2024-06-11,88359,others,in progress
494,POL004896,494,2024-06-17,48933,card,in progress
495,POL049852,495,2024-07-20,52290,card,success
496,POL018889,496,2024-01-15,15427,paypal,declined
497,POL028347,497,2024-09-13,6420,others,in progress
498,POL028576,498,2024-02-03,63070,card,in progress
499,POL042657,499,2024-09-14,11508,others,in progress
500,POL032633,500,2024-06-07,8631,paypal,success
501,POL006557,501,2024-09-28,26072,others,in progress
502,POL013158,502,2024-03-15,95231,others,in progress
503,POL024817,503,2024-01-09,1378,paypal,success
504,POL048743,504,2024-07-05,36958,card,success
505,POL056084,505,2024-05-19,96399,card,success
506,POL039552,506,2024-02-12,51913,others,in progress
507,POL048172,507,2024-11-09,4771,card,in progress
508,POL001022,508,2024-05-10,65896,others,success
509,POL032792,509,2024-04-16,55255,paypal,success
510,POL054970,510,2024-07-16,7172,others,success
511,POL044034,511,2024-07-10,19697,paypal,declined
512,POL032564,512,2024-09-22,41594,others,declined
513,POL042774,513,2024-04-15,29654,others,in progress
514,POL004143,514,2024-01-09,75953,paypal,in progress
515,POL027749,515,2024-01-10,76600,others,declined
516,POL003751,516,2024-03-21,67197,card,declined
517,POL027079,517,2024-02-19,46044,others,declined
518,POL026438,518,2024-02-07,24677,paypal,success
519,POL058482,519,2024-05-16,99950,others,success
520,POL017657,520,2024-02-18,11690,others,declined
521,POL047744,521,2024-03-22,8752,others,success
522,POL042969,522,2024-02-07,35760,card,in progress
523,POL032953,523,2024-08-16,64536,card,in progress
524,POL037821,524,2024-10-29,82153,card,success
525,POL023091,525,2024-10-06,67332,paypal,success
526,POL016383,526,2024-11-20,20008,card,success
527,POL019543,527,2024-11-23,10397,card,in progress
528,POL047092,528,2024-02-02,35155,paypal,in progress
529,POL016198,529,2024-05-09,57873,paypal,in progress
530,POL014527,530,2024-09-29,79726,others,declined
531,POL050282,531,2024-05-07,84929,card,in progress
532,POL049497,532,2024-10-11,51438,paypal,success
533,POL023261,533,2024-02-17,37702,card,in progress
534,POL052983,534,2024-04-03,49692,paypal,declined
535,POL023863,535,2024-07-14,34594,card,declined
536,POL035210,536,2024-04-03,88261,others,success
537,POL029621,537,2024-08-02,3829,card,declined
538,POL054008,538,2024-02-13,60006,others,declined
539,POL032372,539,2024-01-29,87198,others,declined
540,POL055757,540,2024-01-17,6898,others,success
541,POL037367,541,2024-11-26,53996,card,declined
542,POL038384,542,2024-06-01,82664,others,declined
543,POL046421,543,2024-07-24,31823,card,in progress
544,POL015874,544,2024-04-01,80260,others,declined
545,POL036052,545,2024-08-12,77972,paypal,success
546,POL027396,546,2024-05-05,46031,paypal,declined
547,POL024910,547,2024-08-07,19344,card,declined
548,POL046115,548,2024-02-05,38075,card,in progress
549,POL015907,549,2024-07-17,26492,paypal,declined
550,POL041593,550,2024-02-06,12269,paypal,in progress
551,POL033418,551,2024-09-04,21659,card,declined
552,POL004485,552,2024-03-16,56522,others,in progress
553,POL002489,553,2024-03-16,19503,others,success
554,POL054756,554,2024-05-30,40819,card,declined
555,POL027039,555,2024-10-18,26631,others,success
556,POL033835,556,2024-09-06,3994,paypal,declined
557,POL012533,557,2024-09-26,30939,card,success
558,POL046979,558,2024-05-19,82475,others,in progress
559,POL057218,559,2024-01-03,93887,paypal,in progress
560,POL025537,560,2024-11-18,86655,card,in progress
561,POL025613,561,2024-05-22,390,paypal,declined
562,POL002430,562,2024-02-20,64490,card,success
563,POL034818,563,2024-09-16,10094,paypal,in progress
564,POL048860,564,2024-08-07,73746,card,declined
565,POL055830,565,2024-10-30,21953,others,declined
566,POL025160,566,2024-02-17,88295,card,declined
